year,ID,start_V,end_V,LMI,duration_before_LMI,duration_after_LMI,intensity_range_1,intensity_range_2,total_intensity_range,start_P,end_P,LMP,type,start_lat,LMI_lat,end_lat
1983,EP181983,35.0,33.0,40.0,97.5,16.5,5.0,7.0,12.0,,,,medium,13.8,11.2,10.3
1984,EP181984,35.0,25.0,55.0,25.5,151.5,20.0,30.0,50.0,,,,medium,11.8,12.6,15.2
1985,EP181985,35.0,25.0,110.0,49.5,193.5,75.0,85.0,160.0,,,,long,14.1,15.5,18.8
1987,EP181987,35.0,20.0,35.0,1.5,85.5,0.0,15.0,15.0,,,,short,11.8,11.8,24.1
1989,EP181989,35.0,20.0,115.0,67.5,91.5,80.0,95.0,175.0,1005.0,1012.0,948.0,medium,14.4,20.9,28.4
1992,EP181992,35.0,45.0,125.0,91.5,46.5,90.0,80.0,170.0,1002.0,1001.0,938.0,medium,11.9,19.5,35.9
1994,EP181994,35.0,20.0,40.0,31.5,73.5,5.0,20.0,25.0,1006.0,1011.0,1003.0,medium,14.3,15.6,14.6
1997,EP181997,35.0,30.0,115.0,31.5,67.5,80.0,85.0,165.0,1005.0,1009.0,948.0,short,11.9,13.2,19.2
2000,EP182000,35.0,25.0,40.0,7.5,55.5,5.0,15.0,20.0,1005.0,1007.0,1003.0,short,10.3,10.3,11.7
2008,EP182008,35.0,30.0,40.0,7.5,43.5,5.0,10.0,15.0,1005.0,1005.0,1003.0,short,8.7,8.6,9.7
2009,EP182009,35.0,30.0,40.0,7.5,40.5,5.0,10.0,15.0,1000.0,999.0,996.0,short,19.6,20.4,23.8
2013,EP182013,35.0,25.0,40.0,13.5,19.5,5.0,15.0,20.0,1005.0,1007.0,1002.0,short,17.8,19.5,24.6
2014,EP182014,35.0,33.0,75.0,73.5,58.5,40.0,42.0,82.0,1004.0,1003.0,980.0,medium,15.3,20.3,23.3
2015,EP182015,35.0,25.0,60.0,43.5,94.5,25.0,35.0,60.0,1006.0,1009.0,993.0,medium,11.1,12.2,16.5
2016,EP182016,35.0,25.0,45.0,13.5,70.5,10.0,20.0,30.0,1005.0,1009.0,999.0,short,16.2,16.7,22.9
2017,EP182017,35.0,30.0,45.0,19.5,22.5,10.0,15.0,25.0,1004.0,1004.0,1000.0,short,18.2,20.0,22.5
2018,EP182018,35.0,30.0,40.0,19.5,52.5,5.0,10.0,15.0,1004.0,1005.0,1002.0,short,16.0,18.1,22.3
2019,EP182019,35.0,30.0,40.0,7.5,34.5,5.0,10.0,15.0,1007.0,1009.0,1006.0,short,10.1,10.0,11.5
2020,EP182020,35.0,38.0,120.0,61.5,106.5,85.0,82.0,167.0,1004.0,1004.0,945.0,medium,13.6,15.9,22.1
2021,EP182021,35.0,25.0,35.0,1.5,73.5,0.0,10.0,10.0,1006.0,1008.0,1006.0,short,8.2,8.2,11.7
2023,EP182023,35.0,40.0,145.0,58.5,16.5,110.0,105.0,215.0,1004.0,1004.0,922.0,short,10.2,16.1,18.6
1982,EP191982,35.0,25.0,45.0,7.5,85.5,10.0,20.0,30.0,,,,short,14.2,14.7,21.0
1983,EP191983,35.0,93.0,115.0,145.5,16.5,80.0,22.0,102.0,,,,medium,11.2,20.1,22.9
1984,EP191984,35.0,25.0,55.0,43.5,127.5,20.0,30.0,50.0,,,,medium,13.6,15.3,15.7
1985,EP191985,35.0,25.0,100.0,79.5,115.5,65.0,75.0,140.0,,,,medium,12.7,18.2,29.0
1989,EP191989,35.0,25.0,55.0,25.5,73.5,20.0,30.0,50.0,1003.0,1010.0,993.0,short,19.3,20.7,20.4
1990,EP191990,35.0,20.0,125.0,58.5,133.5,90.0,105.0,195.0,1004.0,1012.0,935.0,medium,12.8,15.2,17.9
1992,EP191992,35.0,35.0,65.0,49.5,67.5,30.0,30.0,60.0,1005.0,1009.0,987.0,medium,18.2,17.8,16.7
1994,EP191994,35.0,25.0,90.0,55.5,25.5,55.0,65.0,120.0,1005.0,1010.0,974.0,short,16.9,19.8,28.0
1997,EP191997,35.0,25.0,85.0,25.5,31.5,50.0,60.0,110.0,1004.0,1009.0,973.0,short,12.7,15.3,17.0
2000,EP192000,35.0,25.0,55.0,19.5,55.5,20.0,30.0,50.0,1002.0,1003.0,993.0,short,10.8,11.8,16.3
2006,EP192006,35.0,25.0,35.0,1.5,37.5,0.0,10.0,10.0,1002.0,1007.0,1002.0,short,14.8,14.8,16.0
2009,EP192009,35.0,33.0,50.0,13.5,40.5,15.0,17.0,32.0,1003.0,1005.0,996.0,short,17.7,18.8,22.5
2014,EP192014,35.0,33.0,115.0,67.5,70.5,80.0,82.0,162.0,1002.0,1003.0,946.0,medium,17.9,21.0,27.8
2015,EP192015,35.0,43.0,130.0,79.5,172.5,95.0,87.0,182.0,1004.0,1000.0,938.0,long,9.4,10.2,26.4
2016,EP192016,35.0,30.0,65.0,25.5,52.5,30.0,35.0,65.0,1004.0,1010.0,992.0,short,11.9,13.6,18.1
2017,EP192017,35.0,35.0,40.0,4.5,13.5,5.0,5.0,10.0,1003.0,1004.0,1002.0,short,14.4,14.6,15.1
2019,EP192019,35.0,25.0,40.0,7.5,13.5,5.0,15.0,20.0,1004.0,1006.0,1003.0,short,17.4,17.9,19.5
2020,EP192020,35.0,30.0,50.0,19.5,202.5,15.0,20.0,35.0,1005.0,1007.0,1000.0,long,12.5,13.9,24.7
2021,EP192021,35.0,25.0,35.0,1.5,52.5,0.0,10.0,10.0,1006.0,1010.0,1005.0,short,13.5,13.5,14.5
2022,EP192022,35.0,43.0,115.0,55.5,28.5,80.0,72.0,152.0,1006.0,998.0,954.0,short,15.1,18.5,24.8
2023,EP192023,35.0,38.0,55.0,49.5,112.5,20.0,17.0,37.0,1003.0,1004.0,995.0,medium,10.8,11.7,10.5
1983,EP201983,35.0,20.0,35.0,1.5,31.5,0.0,15.0,15.0,,,,short,7.9,7.9,8.5
1985,EP201985,35.0,25.0,35.0,1.5,43.5,0.0,10.0,10.0,,,,short,15.2,15.2,14.2
1990,EP201990,38.0,25.0,65.0,16.5,37.5,27.0,40.0,67.0,1005.0,1010.0,987.0,short,12.8,15.0,15.5
1992,EP201992,35.0,30.0,85.0,211.5,181.5,50.0,55.0,105.0,1005.0,1008.0,975.0,long,17.9,18.9,21.5
2009,EP202009,35.0,30.0,155.0,58.5,85.5,120.0,125.0,245.0,1004.0,1000.0,906.0,medium,12.0,15.2,23.9
2014,EP202014,35.0,25.0,55.0,16.5,16.5,20.0,30.0,50.0,1003.0,1007.0,998.0,short,15.3,16.5,17.3
2015,EP202015,35.0,25.0,185.0,61.5,25.5,150.0,160.0,310.0,1004.0,1000.0,872.0,short,13.1,17.3,23.2
2016,EP202016,35.0,38.0,130.0,61.5,52.5,95.0,92.0,187.0,1005.0,1003.0,940.0,medium,13.2,15.9,21.9
2017,EP202017,35.0,30.0,35.0,1.5,31.5,0.0,5.0,5.0,1004.0,1005.0,1004.0,short,10.5,10.5,13.5
2018,EP202018,35.0,30.0,130.0,70.5,103.5,95.0,100.0,195.0,1005.0,1005.0,936.0,medium,14.5,16.9,29.3
2019,EP202019,35.0,30.0,45.0,13.5,49.5,10.0,15.0,25.0,1006.0,1005.0,1001.0,short,13.2,14.4,20.1
2020,EP202020,35.0,38.0,45.0,31.5,16.5,10.0,7.0,17.0,1006.0,1002.0,1000.0,short,13.7,17.7,18.5
2023,EP202023,35.0,38.0,40.0,31.5,10.5,5.0,2.0,7.0,1004.0,1003.0,1002.0,short,13.1,15.0,14.7
1983,EP211983,35.0,25.0,80.0,31.5,31.5,45.0,55.0,100.0,,,,short,14.5,17.0,17.0
1985,EP211985,35.0,78.0,90.0,43.5,4.5,55.0,12.0,67.0,,,,short,16.8,23.1,23.8
1989,EP211989,35.0,20.0,125.0,103.5,115.5,90.0,105.0,195.0,1003.0,1007.0,935.0,long,15.2,17.0,33.4
1990,EP211990,35.0,25.0,55.0,43.5,25.5,20.0,30.0,50.0,1005.0,1004.0,994.0,short,14.8,20.3,28.5
1992,EP211992,35.0,25.0,75.0,61.5,163.5,40.0,50.0,90.0,1005.0,1010.0,980.0,long,18.6,22.3,23.0
2006,EP212006,35.0,25.0,95.0,31.5,121.5,60.0,70.0,130.0,1006.0,1006.0,965.0,medium,13.0,12.0,14.8
2014,EP212014,35.0,30.0,95.0,97.5,37.5,60.0,65.0,125.0,1005.0,1004.0,964.0,medium,11.1,15.9,21.5
2015,EP212015,35.0,30.0,35.0,1.5,76.5,0.0,5.0,5.0,1002.0,1005.0,1002.0,short,14.2,14.2,17.6
2016,EP212016,35.0,30.0,35.0,1.5,28.5,0.0,5.0,5.0,1005.0,1007.0,1004.0,short,17.5,17.5,18.7
2018,EP212018,35.0,30.0,120.0,115.5,205.5,85.0,90.0,175.0,1005.0,998.0,942.0,long,12.0,14.1,28.1
2020,EP212020,35.0,30.0,40.0,13.5,28.5,5.0,10.0,15.0,1006.0,1007.0,1004.0,short,15.4,16.0,17.0
1985,EP221985,35.0,25.0,100.0,61.5,157.5,65.0,75.0,140.0,,,,long,11.3,16.5,10.0
1990,EP221990,35.0,25.0,60.0,37.5,79.5,25.0,35.0,60.0,1005.0,1012.0,990.0,medium,15.4,17.9,21.9
1992,EP221992,35.0,20.0,130.0,286.5,271.5,95.0,110.0,205.0,1005.0,1013.0,932.0,long,10.8,17.3,33.0
2015,EP222015,35.0,50.0,130.0,55.5,46.5,95.0,80.0,175.0,1004.0,991.0,934.0,medium,10.8,14.1,21.0
2018,EP222018,35.0,35.0,55.0,19.5,19.5,20.0,20.0,40.0,1003.0,1003.0,995.0,short,17.6,18.4,18.9
1990,EP231990,35.0,20.0,135.0,73.5,289.5,100.0,115.0,215.0,1008.0,1010.0,924.0,long,12.5,15.5,19.1
1992,EP231992,35.0,20.0,115.0,31.5,67.5,80.0,95.0,175.0,1005.0,1012.0,948.0,short,14.4,15.9,20.6
2018,EP232018,35.0,25.0,45.0,25.5,67.5,10.0,20.0,30.0,1005.0,1008.0,1002.0,short,13.3,14.5,17.8
1990,EP241990,35.0,20.0,85.0,73.5,139.5,50.0,65.0,115.0,1005.0,1010.0,975.0,long,12.2,17.9,19.4
1992,EP241992,35.0,25.0,100.0,55.5,19.5,65.0,75.0,140.0,1005.0,1009.0,960.0,short,12.5,17.5,21.7
2018,EP242018,35.0,45.0,140.0,43.5,49.5,105.0,95.0,200.0,1005.0,990.0,925.0,short,14.9,17.9,23.8
1992,EP251992,35.0,25.0,40.0,4.5,25.5,5.0,15.0,20.0,1006.0,1009.0,1003.0,short,10.2,10.2,10.3
2018,EP252018,35.0,43.0,55.0,37.5,34.5,20.0,12.0,32.0,1006.0,1003.0,995.0,short,14.4,17.4,18.9
1992,EP261992,35.0,25.0,55.0,61.5,91.5,20.0,30.0,50.0,1005.0,1011.0,993.0,medium,10.9,15.7,16.2
1992,EP271992,35.0,25.0,45.0,91.5,25.5,10.0,20.0,30.0,1005.0,1009.0,1000.0,medium,13.4,19.3,19.8
